"Time","db462338-c776-4d76-a31e-91c195592a51"
2026-01-06 19:10:00,6.55 s
2026-01-06 19:12:00,10.0 s
2026-01-06 19:14:00,10.9 s
2026-01-06 19:16:00,9.68 s
2026-01-06 19:18:00,8.33 s
2026-01-06 19:20:00,10.2 s
2026-01-06 19:22:00,6.61 s
2026-01-06 19:24:00,8.53 s
2026-01-06 19:26:00,7.59 s
2026-01-06 19:28:00,11.2 s
2026-01-06 19:30:00,7.61 s
2026-01-06 19:32:00,6.41 s
2026-01-06 19:34:00,7.04 s
2026-01-06 19:36:00,8.81 s
2026-01-06 19:38:00,7.99 s
2026-01-06 19:40:00,9.79 s
2026-01-06 19:42:00,5.27 s
2026-01-06 19:44:00,14.3 s
2026-01-06 19:46:00,5.66 s
2026-01-06 19:48:00,8.08 s
2026-01-06 19:50:00,6.73 s
2026-01-06 19:52:00,8.93 s
2026-01-06 19:54:00,13.8 s
2026-01-06 19:56:00,7.80 s
2026-01-06 19:58:00,7.53 s
2026-01-06 20:00:00,7.75 s
2026-01-06 20:02:00,9.30 s
2026-01-06 20:04:00,5.40 s
2026-01-06 20:06:00,6.39 s
2026-01-06 20:08:00,10.7 s
2026-01-06 20:10:00,5.82 s
2026-01-06 20:12:00,11.8 s
2026-01-06 20:14:00,16.1 s
2026-01-06 20:16:00,9.44 s
2026-01-06 20:18:00,5.72 s
2026-01-06 20:20:00,7.25 s
2026-01-06 20:22:00,5.24 s
2026-01-06 20:24:00,8.25 s
2026-01-06 20:26:00,12.5 s
2026-01-06 20:28:00,13.6 s
2026-01-06 20:30:00,9.75 s
2026-01-06 20:32:00,10.1 s
2026-01-06 20:34:00,7.58 s
2026-01-06 20:36:00,8.62 s
2026-01-06 20:38:00,9.62 s
2026-01-06 20:40:00,12.8 s
2026-01-06 20:42:00,7.45 s
2026-01-06 20:44:00,9.16 s
2026-01-06 20:46:00,8.84 s
2026-01-06 20:48:00,5.81 s
2026-01-06 20:50:00,8.11 s
2026-01-06 20:52:00,8.31 s
2026-01-06 20:54:00,8.65 s
2026-01-06 20:56:00,11.3 s
2026-01-06 20:58:00,7.48 s
2026-01-06 21:00:00,8.42 s
2026-01-06 21:02:00,12.5 s
2026-01-06 21:04:00,10.5 s
2026-01-06 21:06:00,5.90 s
2026-01-06 21:08:00,9.39 s
2026-01-06 21:10:00,7.08 s
2026-01-06 21:12:00,12.6 s
2026-01-06 21:14:00,16.4 s
2026-01-06 21:16:00,5.83 s
2026-01-06 21:18:00,16.2 s
2026-01-06 21:20:00,5.66 s
2026-01-06 21:22:00,10.4 s
2026-01-06 21:24:00,8.98 s
2026-01-06 21:26:00,9.52 s
2026-01-06 21:28:00,8.53 s
2026-01-06 21:30:00,9.34 s
2026-01-06 21:32:00,5.84 s
2026-01-06 21:34:00,5.65 s
2026-01-06 21:36:00,7.48 s
2026-01-06 21:38:00,10.7 s
2026-01-06 21:40:00,8.33 s
2026-01-06 21:42:00,9.77 s
2026-01-06 21:44:00,11.4 s
2026-01-06 21:46:00,7.70 s
2026-01-06 21:48:00,5.42 s
2026-01-06 21:50:00,10.6 s
2026-01-06 21:52:00,8.45 s
2026-01-06 21:54:00,14.7 s
2026-01-06 21:56:00,11.1 s
2026-01-06 21:58:00,14.0 s
2026-01-06 22:00:00,9.81 s
2026-01-06 22:02:00,13.8 s
2026-01-06 22:04:00,8.29 s
2026-01-06 22:06:00,6.75 s
2026-01-06 22:08:00,10.3 s
2026-01-06 22:10:00,13.4 s
2026-01-06 22:12:00,9.17 s
2026-01-06 22:14:00,9.34 s
2026-01-06 22:16:00,9.36 s
2026-01-06 22:18:00,10.2 s
2026-01-06 22:20:00,9.32 s
2026-01-06 22:22:00,10.00 s
2026-01-06 22:24:00,10.9 s
2026-01-06 22:26:00,5.99 s
2026-01-06 22:28:00,9.07 s
2026-01-06 22:30:00,6.55 s
2026-01-06 22:32:00,12.5 s
2026-01-06 22:34:00,8.35 s
2026-01-06 22:36:00,8.36 s
2026-01-06 22:38:00,5.50 s
2026-01-06 22:40:00,10.6 s
2026-01-06 22:42:00,7.07 s
2026-01-06 22:44:00,9.05 s
2026-01-06 22:46:00,7.29 s
2026-01-06 22:48:00,6.87 s
2026-01-06 22:50:00,9.29 s
2026-01-06 22:52:00,9.49 s
2026-01-06 22:54:00,5.53 s
2026-01-06 22:56:00,7.89 s
2026-01-06 22:58:00,5.98 s
2026-01-06 23:00:00,8.54 s
2026-01-06 23:02:00,5.95 s
2026-01-06 23:04:00,7.37 s
2026-01-06 23:06:00,14.9 s
2026-01-06 23:08:00,7.68 s
2026-01-06 23:10:00,8.31 s
2026-01-06 23:12:00,9.28 s
2026-01-06 23:14:00,8.68 s
2026-01-06 23:16:00,6.32 s
2026-01-06 23:18:00,17.5 s
2026-01-06 23:20:00,13.9 s
2026-01-06 23:22:00,10.8 s
2026-01-06 23:24:00,9.81 s
2026-01-06 23:26:00,7.24 s
2026-01-06 23:28:00,11.1 s
2026-01-06 23:30:00,11.0 s
2026-01-06 23:32:00,5.75 s
2026-01-06 23:34:00,10.3 s
2026-01-06 23:36:00,9.14 s
2026-01-06 23:38:00,7.74 s
2026-01-06 23:40:00,14.3 s
2026-01-06 23:42:00,6.60 s
2026-01-06 23:44:00,8.47 s
2026-01-06 23:46:00,6.90 s
2026-01-06 23:48:00,7.71 s
2026-01-06 23:50:00,5.43 s
2026-01-06 23:52:00,8.48 s
2026-01-06 23:54:00,7.11 s
2026-01-06 23:56:00,10.2 s
2026-01-06 23:58:00,4.99 s
2026-01-07 00:00:00,9.21 s
2026-01-07 00:02:00,11.5 s
2026-01-07 00:04:00,10.5 s
2026-01-07 00:06:00,12.0 s
2026-01-07 00:08:00,9.94 s
2026-01-07 00:10:00,18.6 s
2026-01-07 00:12:00,7.54 s
2026-01-07 00:14:00,11.0 s
2026-01-07 00:16:00,10.3 s
2026-01-07 00:18:00,8.66 s
2026-01-07 00:20:00,11.3 s
2026-01-07 00:22:00,8.92 s
2026-01-07 00:24:00,10.4 s
2026-01-07 00:26:00,10.8 s
2026-01-07 00:28:00,5.81 s
2026-01-07 00:30:00,8.74 s
2026-01-07 00:32:00,6.42 s
2026-01-07 00:34:00,9.35 s
2026-01-07 00:36:00,8.00 s
2026-01-07 00:38:00,9.85 s
2026-01-07 00:40:00,7.71 s
2026-01-07 00:42:00,9.10 s
2026-01-07 00:44:00,11.1 s
2026-01-07 00:46:00,10.4 s
2026-01-07 00:48:00,15.8 s
2026-01-07 00:50:00,9.10 s
2026-01-07 00:52:00,10.9 s
2026-01-07 00:54:00,10.5 s
2026-01-07 00:56:00,10.3 s
2026-01-07 00:58:00,7.42 s
2026-01-07 01:00:00,8.26 s
2026-01-07 01:02:00,6.10 s
2026-01-07 01:04:00,12.8 s
2026-01-07 01:06:00,7.36 s
2026-01-07 01:08:00,7.83 s
2026-01-07 01:10:00,6.48 s
2026-01-07 01:12:00,6.13 s
2026-01-07 01:14:00,9.35 s
2026-01-07 01:16:00,6.05 s
2026-01-07 01:18:00,12.9 s
2026-01-07 01:20:00,5.81 s
2026-01-07 01:22:00,8.02 s
2026-01-07 01:24:00,6.92 s
2026-01-07 01:26:00,5.40 s
2026-01-07 01:28:00,8.71 s
2026-01-07 01:30:00,8.68 s
2026-01-07 01:32:00,10.2 s
2026-01-07 01:34:00,7.14 s
2026-01-07 01:36:00,8.28 s
2026-01-07 01:38:00,7.21 s
2026-01-07 01:40:00,9.43 s
2026-01-07 01:42:00,8.86 s
2026-01-07 01:44:00,6.91 s
2026-01-07 01:46:00,10.7 s
2026-01-07 01:48:00,12.4 s
2026-01-07 01:50:00,10.2 s
2026-01-07 01:52:00,6.83 s
2026-01-07 01:54:00,5.49 s
2026-01-07 01:56:00,7.19 s
2026-01-07 01:58:00,9.19 s
2026-01-07 02:00:00,9.01 s
2026-01-07 02:02:00,8.38 s
2026-01-07 02:04:00,7.02 s
2026-01-07 02:06:00,11.7 s
2026-01-07 02:08:00,9.20 s
2026-01-07 02:10:00,5.18 s
2026-01-07 02:12:00,5.38 s
2026-01-07 02:14:00,11.9 s
2026-01-07 02:16:00,7.44 s
2026-01-07 02:18:00,9.98 s
2026-01-07 02:20:00,9.48 s
2026-01-07 02:22:00,8.03 s
2026-01-07 02:24:00,8.55 s
2026-01-07 02:26:00,10.6 s
2026-01-07 02:28:00,8.72 s
2026-01-07 02:30:00,10.2 s
2026-01-07 02:32:00,6.02 s
2026-01-07 02:34:00,8.08 s
2026-01-07 02:36:00,8.57 s
2026-01-07 02:38:00,5.47 s
2026-01-07 02:40:00,9.05 s
2026-01-07 02:42:00,7.67 s
2026-01-07 02:44:00,8.00 s
2026-01-07 02:46:00,10.0 s
2026-01-07 02:48:00,10.8 s
2026-01-07 02:50:00,8.53 s
2026-01-07 02:52:00,9.04 s
2026-01-07 02:54:00,13.0 s
2026-01-07 02:56:00,6.71 s
2026-01-07 02:58:00,11.2 s
2026-01-07 03:00:00,9.30 s
2026-01-07 03:02:00,6.62 s
2026-01-07 03:04:00,9.29 s
2026-01-07 03:06:00,7.75 s
2026-01-07 03:08:00,7.06 s
2026-01-07 03:10:00,18.0 s
2026-01-07 03:12:00,10.6 s
2026-01-07 03:14:00,12.4 s
2026-01-07 03:16:00,11.7 s
2026-01-07 03:18:00,8.52 s
2026-01-07 03:20:00,9.37 s
2026-01-07 03:22:00,8.52 s
2026-01-07 03:24:00,8.55 s
2026-01-07 03:26:00,10.7 s
2026-01-07 03:28:00,9.86 s
2026-01-07 03:30:00,8.79 s
2026-01-07 03:32:00,6.14 s
2026-01-07 03:34:00,7.91 s
2026-01-07 03:36:00,10.4 s
2026-01-07 03:38:00,9.81 s
2026-01-07 03:40:00,10.5 s
2026-01-07 03:42:00,6.17 s
2026-01-07 03:44:00,10.7 s
2026-01-07 03:46:00,10.3 s
2026-01-07 03:48:00,5.73 s
2026-01-07 03:50:00,5.97 s
2026-01-07 03:52:00,6.23 s
2026-01-07 03:54:00,7.81 s
2026-01-07 03:56:00,5.68 s
2026-01-07 03:58:00,5.82 s
2026-01-07 04:00:00,8.15 s
2026-01-07 04:02:00,5.45 s
2026-01-07 04:04:00,6.31 s
2026-01-07 04:06:00,5.70 s
2026-01-07 04:08:00,6.54 s
2026-01-07 04:10:00,5.76 s
2026-01-07 04:12:00,6.45 s
2026-01-07 04:14:00,5.48 s
2026-01-07 04:16:00,5.68 s
2026-01-07 04:18:00,6.11 s
2026-01-07 04:20:00,7.89 s
2026-01-07 04:22:00,5.57 s
2026-01-07 04:24:00,5.71 s
2026-01-07 04:26:00,6.15 s
2026-01-07 04:28:00,5.58 s
2026-01-07 04:30:00,5.78 s
2026-01-07 04:32:00,5.43 s
2026-01-07 04:34:00,8.11 s
2026-01-07 04:36:00,6.36 s
2026-01-07 04:38:00,5.69 s
2026-01-07 04:40:00,5.59 s
2026-01-07 04:42:00,5.06 s
2026-01-07 04:44:00,5.29 s
2026-01-07 04:46:00,5.58 s
2026-01-07 04:48:00,5.68 s
2026-01-07 04:50:00,5.58 s
2026-01-07 04:52:00,5.36 s
2026-01-07 04:54:00,5.19 s
2026-01-07 04:56:00,5.51 s
2026-01-07 04:58:00,8.11 s
2026-01-07 05:00:00,6.79 s
2026-01-07 05:02:00,6.28 s
2026-01-07 05:04:00,6.06 s
2026-01-07 05:06:00,5.59 s
2026-01-07 05:08:00,6.75 s
2026-01-07 05:10:00,6.09 s
2026-01-07 05:12:00,5.78 s
2026-01-07 05:14:00,5.04 s
2026-01-07 05:16:00,5.82 s
2026-01-07 05:18:00,5.79 s
2026-01-07 05:20:00,5.75 s
2026-01-07 05:22:00,5.72 s
2026-01-07 05:24:00,5.41 s
2026-01-07 05:26:00,9.08 s
2026-01-07 05:28:00,6.41 s
2026-01-07 05:30:00,8.69 s
2026-01-07 05:32:00,6.01 s
2026-01-07 05:34:00,7.53 s
2026-01-07 05:36:00,5.81 s
2026-01-07 05:38:00,8.38 s
2026-01-07 05:40:00,5.80 s
2026-01-07 05:42:00,5.78 s
2026-01-07 05:44:00,5.35 s
2026-01-07 05:46:00,5.88 s
2026-01-07 05:48:00,7.30 s
2026-01-07 05:50:00,6.96 s
2026-01-07 05:52:00,5.41 s
2026-01-07 05:54:00,6.03 s
2026-01-07 05:56:00,6.35 s
2026-01-07 05:58:00,6.35 s
2026-01-07 06:00:00,5.46 s
2026-01-07 06:02:00,5.62 s
2026-01-07 06:04:00,5.71 s
2026-01-07 06:06:00,8.33 s
2026-01-07 06:08:00,6.36 s
2026-01-07 06:10:00,6.36 s
2026-01-07 06:12:00,5.90 s
2026-01-07 06:14:00,6.11 s
2026-01-07 06:16:00,6.33 s
2026-01-07 06:18:00,8.50 s
2026-01-07 06:20:00,5.72 s
2026-01-07 06:22:00,6.45 s
2026-01-07 06:24:00,5.78 s
2026-01-07 06:26:00,6.31 s
2026-01-07 06:28:00,5.19 s
2026-01-07 06:30:00,5.21 s
2026-01-07 06:32:00,6.30 s
2026-01-07 06:34:00,9.17 s
2026-01-07 06:36:00,5.62 s
2026-01-07 06:38:00,5.92 s
2026-01-07 06:40:00,5.92 s
2026-01-07 06:42:00,6.46 s
2026-01-07 06:44:00,6.08 s
2026-01-07 06:46:00,6.17 s
2026-01-07 06:48:00,6.04 s
2026-01-07 06:50:00,5.51 s
2026-01-07 06:52:00,5.77 s
2026-01-07 06:54:00,6.62 s
2026-01-07 06:56:00,5.37 s
2026-01-07 06:58:00,5.26 s
2026-01-07 07:00:00,5.81 s
2026-01-07 07:02:00,5.79 s
2026-01-07 07:04:00,8.92 s
2026-01-07 07:06:00,5.51 s
2026-01-07 07:08:00,5.23 s
2026-01-07 07:10:00,6.09 s
2026-01-07 07:12:00,5.62 s
2026-01-07 07:14:00,5.58 s
2026-01-07 07:16:00,5.96 s
2026-01-07 07:18:00,8.87 s
2026-01-07 07:20:00,6.01 s
2026-01-07 07:22:00,7.45 s
2026-01-07 07:24:00,5.90 s
2026-01-07 07:26:00,6.09 s
2026-01-07 07:28:00,9.67 s
2026-01-07 07:30:00,5.64 s
2026-01-07 07:32:00,5.68 s
2026-01-07 07:34:00,5.94 s
2026-01-07 07:36:00,7.11 s
2026-01-07 07:38:00,5.67 s
2026-01-07 07:40:00,6.77 s
2026-01-07 07:42:00,6.30 s
2026-01-07 07:44:00,8.81 s
2026-01-07 07:46:00,5.94 s
2026-01-07 07:48:00,6.05 s
2026-01-07 07:50:00,6.76 s
2026-01-07 07:52:00,7.80 s
2026-01-07 07:54:00,5.36 s
2026-01-07 07:56:00,6.19 s
2026-01-07 07:58:00,5.60 s
2026-01-07 08:00:00,7.91 s
2026-01-07 08:02:00,5.77 s
2026-01-07 08:04:00,5.68 s
2026-01-07 08:06:00,5.66 s
2026-01-07 08:08:00,5.61 s
2026-01-07 08:10:00,5.19 s
2026-01-07 08:12:00,5.38 s
2026-01-07 08:14:00,6.83 s
2026-01-07 08:16:00,5.81 s
2026-01-07 08:18:00,5.49 s
2026-01-07 08:20:00,5.94 s
2026-01-07 08:22:00,5.69 s
2026-01-07 08:24:00,6.23 s
2026-01-07 08:26:00,5.09 s
2026-01-07 08:28:00,6.00 s
2026-01-07 08:30:00,7.92 s
2026-01-07 08:32:00,6.08 s
2026-01-07 08:34:00,7.10 s
2026-01-07 08:36:00,7.22 s
2026-01-07 08:38:00,5.56 s
2026-01-07 08:40:00,5.53 s
2026-01-07 08:42:00,5.72 s
2026-01-07 08:44:00,6.12 s
2026-01-07 08:46:00,6.12 s
2026-01-07 08:48:00,6.25 s
2026-01-07 08:50:00,5.87 s
2026-01-07 08:52:00,6.35 s
2026-01-07 08:54:00,6.70 s
2026-01-07 08:56:00,6.07 s
2026-01-07 08:58:00,5.34 s
2026-01-07 09:00:00,6.08 s
2026-01-07 09:02:00,6.47 s
2026-01-07 09:04:00,6.96 s
2026-01-07 09:06:00,5.54 s
2026-01-07 09:08:00,6.35 s
2026-01-07 09:10:00,12.1 s
2026-01-07 09:12:00,10.4 s
2026-01-07 09:14:00,12.0 s
2026-01-07 09:16:00,10.5 s
2026-01-07 09:18:00,17.8 s
2026-01-07 09:20:00,9.73 s
2026-01-07 09:22:00,18.1 s
2026-01-07 09:24:00,5.77 s
2026-01-07 09:26:00,6.57 s
2026-01-07 09:28:00,5.77 s
2026-01-07 09:30:00,5.80 s
2026-01-07 09:32:00,6.06 s
2026-01-07 09:34:00,6.30 s
2026-01-07 09:36:00,46.5 s
2026-01-07 09:38:00,7.01 s
2026-01-07 09:40:00,8.13 s
2026-01-07 09:42:00,6.47 s
2026-01-07 09:44:00,5.97 s
2026-01-07 09:46:00,8.16 s
2026-01-07 09:48:00,6.00 s
2026-01-07 09:50:00,6.20 s
2026-01-07 09:52:00,51.4 s
2026-01-07 09:54:00,5.81 s
2026-01-07 09:56:00,5.76 s
2026-01-07 09:58:00,5.87 s
2026-01-07 10:00:00,6.57 s
2026-01-07 10:02:00,5.69 s
2026-01-07 10:04:00,5.48 s
2026-01-07 10:06:00,6.21 s
2026-01-07 10:08:00,6.71 s
2026-01-07 10:10:00,5.99 s
2026-01-07 10:12:00,5.99 s
2026-01-07 10:14:00,5.99 s
