"Time","457b1d20-87c4-4a70-a0cb-c1da37d3929e"
2026-01-28 13:32:00,4.15 mins
2026-01-28 13:34:00,4.15 mins
2026-01-28 13:36:00,4.19 mins
2026-01-28 13:38:00,4.19 mins
2026-01-28 13:40:00,4.19 mins
2026-01-28 13:42:00,4.19 mins
2026-01-28 13:44:00,4.19 mins
2026-01-28 13:46:00,4.19 mins
2026-01-28 13:48:00,4.19 mins
2026-01-28 13:50:00,4.17 mins
2026-01-28 13:52:00,4.17 mins
2026-01-28 13:54:00,4.20 mins
2026-01-28 13:56:00,4.20 mins
2026-01-28 13:58:00,4.18 mins
2026-01-28 14:00:00,4.18 mins
2026-01-28 14:02:00,4.27 mins
2026-01-28 14:04:00,4.28 mins
2026-01-28 14:06:00,4.28 mins
2026-01-28 14:08:00,4.19 mins
2026-01-28 14:10:00,4.19 mins
2026-01-28 14:12:00,4.28 mins
2026-01-28 14:14:00,4.28 mins
2026-01-28 14:16:00,4.22 mins
2026-01-28 14:18:00,4.22 mins
2026-01-28 14:20:00,4.17 mins
2026-01-28 14:22:00,4.17 mins
2026-01-28 14:24:00,4.19 mins
2026-01-28 14:26:00,4.19 mins
2026-01-28 14:28:00,4.26 mins
2026-01-28 14:30:00,4.27 mins
2026-01-28 14:32:00,4.27 mins
2026-01-28 14:34:00,4.21 mins
2026-01-28 14:36:00,4.21 mins
2026-01-28 14:38:00,4.34 mins
2026-01-28 14:40:00,4.34 mins
2026-01-28 14:42:00,4.19 mins
2026-01-28 14:44:00,4.19 mins
2026-01-28 14:46:00,4.27 mins
2026-01-28 14:48:00,4.28 mins
2026-01-28 14:50:00,4.28 mins
2026-01-28 14:52:00,4.18 mins
2026-01-28 14:54:00,4.18 mins
2026-01-28 14:56:00,4.21 mins
2026-01-28 14:58:00,4.21 mins
2026-01-28 15:00:00,4.24 mins
2026-01-28 15:02:00,4.24 mins
2026-01-28 15:04:00,4.20 mins
2026-01-28 15:06:00,4.20 mins
2026-01-28 15:08:00,4.21 mins
2026-01-28 15:10:00,4.21 mins
2026-01-28 15:12:00,4.27 mins
2026-01-28 15:14:00,4.28 mins
2026-01-28 15:16:00,4.28 mins
2026-01-28 15:18:00,4.18 mins
2026-01-28 15:20:00,4.18 mins
2026-01-28 15:22:00,4.17 mins
2026-01-28 15:24:00,4.17 mins
2026-01-28 15:26:00,4.17 mins
2026-01-28 15:28:00,4.17 mins
2026-01-28 15:30:00,4.23 mins
2026-01-28 15:32:00,4.23 mins
2026-01-28 15:34:00,4.28 mins
2026-01-28 15:36:00,4.35 mins
2026-01-28 15:38:00,4.35 mins
2026-01-28 15:40:00,4.18 mins
2026-01-28 15:42:00,4.18 mins
2026-01-28 15:44:00,4.18 mins
2026-01-28 15:46:00,4.18 mins
2026-01-28 15:48:00,4.18 mins
2026-01-28 15:50:00,4.18 mins
2026-01-28 15:52:00,4.29 mins
2026-01-28 15:54:00,4.29 mins
2026-01-28 15:56:00,4.17 mins
2026-01-28 15:58:00,4.17 mins
2026-01-28 16:00:00,4.18 mins
2026-01-28 16:02:00,4.19 mins
2026-01-28 16:04:00,4.19 mins
2026-01-28 16:06:00,4.29 mins
2026-01-28 16:08:00,4.29 mins
2026-01-28 16:10:00,4.26 mins
2026-01-28 16:12:00,4.26 mins
2026-01-28 16:14:00,4.19 mins
2026-01-28 16:16:00,4.19 mins
2026-01-28 16:18:00,4.19 mins
2026-01-28 16:20:00,4.19 mins
2026-01-28 16:22:00,4.17 mins
2026-01-28 16:24:00,4.17 mins
2026-01-28 16:26:00,4.17 mins
2026-01-28 16:28:00,4.35 mins
2026-01-28 16:30:00,4.35 mins
2026-01-28 16:32:00,4.18 mins
2026-01-28 16:34:00,4.18 mins
2026-01-28 16:36:00,4.19 mins
2026-01-28 16:38:00,4.19 mins
2026-01-28 16:40:00,4.30 mins
2026-01-28 16:42:00,4.30 mins
2026-01-28 16:44:00,4.20 mins
2026-01-28 16:46:00,4.18 mins
2026-01-28 16:48:00,4.18 mins
2026-01-28 16:50:00,4.28 mins
2026-01-28 16:52:00,4.28 mins
2026-01-28 16:54:00,4.17 mins
2026-01-28 16:56:00,4.17 mins
2026-01-28 16:58:00,4.34 mins
2026-01-28 17:00:00,4.34 mins
2026-01-28 17:02:00,4.20 mins
2026-01-28 17:04:00,4.20 mins
2026-01-28 17:06:00,4.20 mins
2026-01-28 17:08:00,4.21 mins
2026-01-28 17:10:00,4.21 mins
2026-01-28 17:12:00,4.22 mins
2026-01-28 17:14:00,4.22 mins
2026-01-28 17:16:00,4.29 mins
2026-01-28 17:18:00,4.29 mins
2026-01-28 17:20:00,4.29 mins
2026-01-28 17:22:00,4.29 mins
2026-01-28 17:24:00,4.21 mins
2026-01-28 17:26:00,4.21 mins
2026-01-28 17:28:00,4.19 mins
2026-01-28 17:30:00,4.19 mins
2026-01-28 17:32:00,4.19 mins
2026-01-28 17:34:00,4.21 mins
2026-01-28 17:36:00,4.21 mins
2026-01-28 17:38:00,4.19 mins
2026-01-28 17:40:00,4.19 mins
2026-01-28 17:42:00,4.23 mins
2026-01-28 17:44:00,4.23 mins
2026-01-28 17:46:00,4.17 mins
2026-01-28 17:48:00,4.17 mins
2026-01-28 17:50:00,4.19 mins
2026-01-28 17:52:00,4.19 mins
2026-01-28 17:54:00,4.28 mins
2026-01-28 17:56:00,4.29 mins
2026-01-28 17:58:00,4.29 mins
2026-01-28 18:00:00,4.20 mins
2026-01-28 18:02:00,4.20 mins
2026-01-28 18:04:00,4.28 mins
2026-01-28 18:06:00,4.28 mins
2026-01-28 18:08:00,4.18 mins
2026-01-28 18:10:00,4.18 mins
2026-01-28 18:12:00,4.29 mins
2026-01-28 18:14:00,4.29 mins
2026-01-28 18:16:00,4.20 mins
2026-01-28 18:18:00,4.18 mins
2026-01-28 18:20:00,4.18 mins
2026-01-28 18:22:00,4.28 mins
2026-01-28 18:24:00,4.28 mins
2026-01-28 18:26:00,4.20 mins
2026-01-28 18:28:00,4.20 mins
2026-01-28 18:30:00,4.19 mins
2026-01-28 18:32:00,4.19 mins
2026-01-28 18:34:00,4.27 mins
2026-01-28 18:36:00,4.27 mins
2026-01-28 18:38:00,4.20 mins
2026-01-28 18:40:00,4.20 mins
2026-01-28 18:42:00,4.20 mins
2026-01-28 18:44:00,4.23 mins
2026-01-28 18:46:00,4.23 mins
2026-01-28 18:48:00,4.20 mins
2026-01-28 18:50:00,4.20 mins
2026-01-28 18:52:00,4.25 mins
2026-01-28 18:54:00,4.25 mins
2026-01-28 18:56:00,4.18 mins
2026-01-28 18:58:00,4.18 mins
2026-01-28 19:00:00,4.26 mins
2026-01-28 19:02:00,4.26 mins
2026-01-28 19:04:00,4.20 mins
2026-01-28 19:06:00,4.20 mins
2026-01-28 19:08:00,4.20 mins
2026-01-28 19:10:00,4.19 mins
2026-01-28 19:12:00,4.19 mins
2026-01-28 19:14:00,4.20 mins
2026-01-28 19:16:00,4.20 mins
2026-01-28 19:18:00,4.20 mins
2026-01-28 19:20:00,4.20 mins
2026-01-28 19:22:00,4.26 mins
2026-01-28 19:24:00,4.26 mins
2026-01-28 19:26:00,4.24 mins
2026-01-28 19:28:00,4.24 mins
2026-01-28 19:30:00,4.20 mins
2026-01-28 19:32:00,4.19 mins
2026-01-28 19:34:00,4.19 mins
2026-01-28 19:36:00,4.19 mins
2026-01-28 19:38:00,4.19 mins
2026-01-28 19:40:00,4.20 mins
2026-01-28 19:42:00,4.20 mins
2026-01-28 19:44:00,4.26 mins
2026-01-28 19:46:00,4.26 mins
2026-01-28 19:48:00,4.26 mins
2026-01-28 19:50:00,4.26 mins
2026-01-28 19:52:00,4.28 mins
2026-01-28 19:54:00,4.29 mins
2026-01-28 19:56:00,4.29 mins
2026-01-28 19:58:00,4.19 mins
2026-01-28 20:00:00,4.19 mins
2026-01-28 20:02:00,4.20 mins
2026-01-28 20:04:00,4.20 mins
2026-01-28 20:06:00,4.19 mins
2026-01-28 20:08:00,4.19 mins
2026-01-28 20:10:00,4.19 mins
2026-01-28 20:12:00,4.19 mins
2026-01-28 20:14:00,4.25 mins
2026-01-28 20:16:00,4.25 mins
2026-01-28 20:18:00,4.25 mins
2026-01-28 20:20:00,4.19 mins
2026-01-28 20:22:00,4.19 mins
2026-01-28 20:24:00,4.14 mins
2026-01-28 20:26:00,4.14 mins
2026-01-28 20:28:00,4.20 mins
2026-01-28 20:30:00,4.20 mins
2026-01-28 20:32:00,4.19 mins
2026-01-28 20:34:00,4.19 mins
2026-01-28 20:36:00,4.19 mins
2026-01-28 20:38:00,4.19 mins
2026-01-28 20:40:00,4.13 mins
2026-01-28 20:42:00,4.13 mins
2026-01-28 20:44:00,4.19 mins
2026-01-28 20:46:00,4.20 mins
2026-01-28 20:48:00,4.20 mins
2026-01-28 20:50:00,4.26 mins
2026-01-28 20:52:00,4.26 mins
2026-01-28 20:54:00,4.18 mins
2026-01-28 20:56:00,4.18 mins
2026-01-28 20:58:00,4.20 mins
2026-01-28 21:00:00,4.20 mins
2026-01-28 21:02:00,4.20 mins
2026-01-28 21:04:00,4.20 mins
2026-01-28 21:06:00,4.20 mins
2026-01-28 21:08:00,4.20 mins
2026-01-28 21:10:00,4.14 mins
2026-01-28 21:12:00,4.12 mins
2026-01-28 21:14:00,4.12 mins
2026-01-28 21:16:00,4.20 mins
2026-01-28 21:18:00,4.20 mins
2026-01-28 21:20:00,4.18 mins
2026-01-28 21:22:00,4.18 mins
2026-01-28 21:24:00,4.19 mins
2026-01-28 21:26:00,4.19 mins
2026-01-28 21:28:00,4.20 mins
2026-01-28 21:30:00,4.20 mins
2026-01-28 21:32:00,4.23 mins
2026-01-28 21:34:00,4.23 mins
2026-01-28 21:36:00,4.18 mins
2026-01-28 21:38:00,4.18 mins
2026-01-28 21:40:00,4.18 mins
2026-01-28 21:42:00,4.18 mins
2026-01-28 21:44:00,4.18 mins
2026-01-28 21:46:00,4.18 mins
2026-01-28 21:48:00,4.18 mins
2026-01-28 21:50:00,4.38 mins
2026-01-28 21:52:00,4.38 mins
2026-01-28 21:54:00,4.19 mins
2026-01-28 21:56:00,4.19 mins
2026-01-28 21:58:00,4.19 mins
2026-01-28 22:00:00,4.18 mins
2026-01-28 22:02:00,4.18 mins
2026-01-28 22:04:00,4.23 mins
2026-01-28 22:06:00,4.23 mins
2026-01-28 22:08:00,4.21 mins
2026-01-28 22:10:00,4.21 mins
2026-01-28 22:12:00,4.19 mins
2026-01-28 22:14:00,4.19 mins
2026-01-28 22:16:00,4.22 mins
2026-01-28 22:18:00,4.22 mins
2026-01-28 22:20:00,4.19 mins
2026-01-28 22:22:00,4.19 mins
2026-01-28 22:24:00,4.19 mins
2026-01-28 22:26:00,4.19 mins
2026-01-28 22:28:00,4.19 mins
2026-01-28 22:30:00,4.20 mins
2026-01-28 22:32:00,4.20 mins
2026-01-28 22:34:00,4.17 mins
2026-01-28 22:36:00,4.17 mins
2026-01-28 22:38:00,4.19 mins
2026-01-28 22:40:00,4.19 mins
2026-01-28 22:42:00,4.19 mins
2026-01-28 22:44:00,4.19 mins
2026-01-28 22:46:00,4.22 mins
2026-01-28 22:48:00,4.23 mins
2026-01-28 22:50:00,4.23 mins
2026-01-28 22:52:00,4.20 mins
2026-01-28 22:54:00,4.20 mins
2026-01-28 22:56:00,4.15 mins
2026-01-28 22:58:00,4.15 mins
2026-01-28 23:00:00,4.23 mins
2026-01-28 23:02:00,4.23 mins
2026-01-28 23:04:00,4.23 mins
2026-01-28 23:06:00,4.23 mins
2026-01-28 23:08:00,4.19 mins
2026-01-28 23:10:00,4.19 mins
2026-01-28 23:12:00,4.19 mins
2026-01-28 23:14:00,4.19 mins
2026-01-28 23:16:00,4.19 mins
2026-01-28 23:18:00,4.19 mins
2026-01-28 23:20:00,4.19 mins
2026-01-28 23:22:00,4.20 mins
2026-01-28 23:24:00,4.20 mins
2026-01-28 23:26:00,4.25 mins
2026-01-28 23:28:00,4.25 mins
2026-01-28 23:30:00,4.31 mins
2026-01-28 23:32:00,4.31 mins
2026-01-28 23:34:00,4.21 mins
2026-01-28 23:36:00,4.18 mins
2026-01-28 23:38:00,4.18 mins
2026-01-28 23:40:00,4.19 mins
2026-01-28 23:42:00,4.19 mins
2026-01-28 23:44:00,4.18 mins
2026-01-28 23:46:00,4.18 mins
2026-01-28 23:48:00,4.19 mins
2026-01-28 23:50:00,4.19 mins
2026-01-28 23:52:00,4.18 mins
2026-01-28 23:54:00,4.18 mins
2026-01-28 23:56:00,4.25 mins
2026-01-28 23:58:00,4.25 mins
2026-01-29 00:00:00,4.23 mins
2026-01-29 00:02:00,4.35 mins
2026-01-29 00:04:00,4.35 mins
2026-01-29 00:06:00,4.19 mins
2026-01-29 00:08:00,4.19 mins
2026-01-29 00:10:00,4.18 mins
2026-01-29 00:12:00,4.18 mins
2026-01-29 00:14:00,4.22 mins
2026-01-29 00:16:00,4.22 mins
2026-01-29 00:18:00,4.31 mins
2026-01-29 00:20:00,4.31 mins
2026-01-29 00:22:00,4.15 mins
2026-01-29 00:24:00,4.12 mins
2026-01-29 00:26:00,4.12 mins
2026-01-29 00:28:00,4.19 mins
2026-01-29 00:30:00,4.19 mins
2026-01-29 00:32:00,4.17 mins
2026-01-29 00:34:00,4.17 mins
2026-01-29 00:36:00,4.14 mins
2026-01-29 00:38:00,4.14 mins
2026-01-29 00:40:00,4.13 mins
2026-01-29 00:42:00,4.13 mins
2026-01-29 00:44:00,4.17 mins
2026-01-29 00:46:00,4.17 mins
2026-01-29 00:48:00,4.18 mins
2026-01-29 00:50:00,4.18 mins
2026-01-29 00:52:00,4.18 mins
2026-01-29 00:54:00,4.19 mins
2026-01-29 00:56:00,4.19 mins
2026-01-29 00:58:00,4.18 mins
2026-01-29 01:00:00,4.18 mins
2026-01-29 01:02:00,4.20 mins
2026-01-29 01:04:00,4.20 mins
2026-01-29 01:06:00,4.23 mins
2026-01-29 01:08:00,4.23 mins
2026-01-29 01:10:00,4.18 mins
2026-01-29 01:12:00,4.18 mins
2026-01-29 01:14:00,4.19 mins
2026-01-29 01:16:00,4.19 mins
2026-01-29 01:18:00,4.19 mins
2026-01-29 01:20:00,4.18 mins
2026-01-29 01:22:00,4.18 mins
2026-01-29 01:24:00,4.26 mins
2026-01-29 01:26:00,4.26 mins
2026-01-29 01:28:00,4.22 mins
2026-01-29 01:30:00,4.22 mins
2026-01-29 01:32:00,4.18 mins
2026-01-29 01:34:00,4.18 mins
2026-01-29 01:36:00,4.20 mins
2026-01-29 01:38:00,4.20 mins
2026-01-29 01:40:00,4.18 mins
2026-01-29 01:42:00,4.18 mins
2026-01-29 01:44:00,4.18 mins
2026-01-29 01:46:00,4.19 mins
2026-01-29 01:48:00,4.19 mins
2026-01-29 01:50:00,4.19 mins
2026-01-29 01:52:00,4.19 mins
2026-01-29 01:54:00,4.20 mins
2026-01-29 01:56:00,4.20 mins
2026-01-29 01:58:00,4.21 mins
2026-01-29 02:00:00,4.21 mins
2026-01-29 02:02:00,4.18 mins
2026-01-29 02:04:00,4.18 mins
2026-01-29 02:06:00,4.16 mins
2026-01-29 02:08:00,4.15 mins
2026-01-29 02:10:00,4.15 mins
2026-01-29 02:12:00,4.18 mins
2026-01-29 02:14:00,4.18 mins
2026-01-29 02:16:00,4.18 mins
2026-01-29 02:18:00,4.18 mins
2026-01-29 02:20:00,4.22 mins
2026-01-29 02:22:00,4.22 mins
2026-01-29 02:24:00,4.34 mins
2026-01-29 02:26:00,4.34 mins
2026-01-29 02:28:00,4.22 mins
2026-01-29 02:30:00,4.19 mins
2026-01-29 02:32:00,4.19 mins
2026-01-29 02:34:00,4.20 mins
2026-01-29 02:36:00,4.20 mins
2026-01-29 02:38:00,4.23 mins
2026-01-29 02:40:00,4.23 mins
2026-01-29 02:42:00,4.25 mins
2026-01-29 02:44:00,4.25 mins
2026-01-29 02:46:00,4.23 mins
2026-01-29 02:48:00,4.23 mins
2026-01-29 02:50:00,4.20 mins
2026-01-29 02:52:00,4.20 mins
2026-01-29 02:54:00,4.21 mins
2026-01-29 02:56:00,4.21 mins
2026-01-29 02:58:00,4.21 mins
2026-01-29 03:00:00,4.20 mins
2026-01-29 03:02:00,4.20 mins
2026-01-29 03:04:00,4.24 mins
2026-01-29 03:06:00,4.24 mins
2026-01-29 03:08:00,4.21 mins
2026-01-29 03:10:00,4.21 mins
2026-01-29 03:12:00,4.20 mins
2026-01-29 03:14:00,4.20 mins
2026-01-29 03:16:00,4.22 mins
2026-01-29 03:18:00,4.22 mins
2026-01-29 03:20:00,4.22 mins
2026-01-29 03:22:00,4.20 mins
2026-01-29 03:24:00,4.20 mins
2026-01-29 03:26:00,4.24 mins
2026-01-29 03:28:00,4.24 mins
2026-01-29 03:30:00,4.24 mins
2026-01-29 03:32:00,4.24 mins
2026-01-29 03:34:00,4.18 mins
2026-01-29 03:36:00,4.18 mins
2026-01-29 03:38:00,4.20 mins
2026-01-29 03:40:00,4.20 mins
2026-01-29 03:42:00,4.23 mins
2026-01-29 03:44:00,4.23 mins
2026-01-29 03:46:00,4.23 mins
2026-01-29 03:48:00,4.26 mins
2026-01-29 03:50:00,4.26 mins
2026-01-29 03:52:00,4.23 mins
2026-01-29 03:54:00,4.23 mins
2026-01-29 03:56:00,4.18 mins
2026-01-29 03:58:00,4.18 mins
2026-01-29 04:00:00,4.22 mins
2026-01-29 04:02:00,4.22 mins
2026-01-29 04:04:00,4.24 mins
2026-01-29 04:06:00,4.24 mins
2026-01-29 04:08:00,4.23 mins
2026-01-29 04:10:00,4.24 mins
2026-01-29 04:12:00,4.24 mins
2026-01-29 04:14:00,4.18 mins
2026-01-29 04:16:00,4.18 mins
2026-01-29 04:18:00,4.23 mins
2026-01-29 04:20:00,4.23 mins
2026-01-29 04:22:00,4.18 mins
2026-01-29 04:24:00,4.18 mins
2026-01-29 04:26:00,4.18 mins
2026-01-29 04:28:00,4.18 mins
2026-01-29 04:30:00,4.21 mins
2026-01-29 04:32:00,4.21 mins
2026-01-29 04:34:00,4.20 mins
2026-01-29 04:36:00,4.18 mins
2026-01-29 04:38:00,4.18 mins
2026-01-29 04:40:00,4.26 mins
2026-01-29 04:42:00,4.26 mins
2026-01-29 04:44:00,4.26 mins
2026-01-29 04:46:00,4.26 mins
2026-01-29 04:48:00,4.26 mins
2026-01-29 04:50:00,4.26 mins
2026-01-29 04:52:00,4.20 mins
2026-01-29 04:54:00,4.20 mins
2026-01-29 04:56:00,4.18 mins
2026-01-29 04:58:00,4.18 mins
2026-01-29 05:00:00,4.18 mins
2026-01-29 05:02:00,4.26 mins
2026-01-29 05:04:00,4.26 mins
2026-01-29 05:06:00,4.21 mins
2026-01-29 05:08:00,4.21 mins
2026-01-29 05:10:00,4.18 mins
2026-01-29 05:12:00,4.18 mins
2026-01-29 05:14:00,4.24 mins
2026-01-29 05:16:00,4.24 mins
2026-01-29 05:18:00,4.19 mins
2026-01-29 05:20:00,4.19 mins
2026-01-29 05:22:00,4.19 mins
2026-01-29 05:24:00,4.20 mins
2026-01-29 05:26:00,4.20 mins
2026-01-29 05:28:00,4.18 mins
2026-01-29 05:30:00,4.18 mins
2026-01-29 05:32:00,4.24 mins
2026-01-29 05:34:00,4.24 mins
2026-01-29 05:36:00,4.18 mins
2026-01-29 05:38:00,4.18 mins
2026-01-29 05:40:00,4.19 mins
2026-01-29 05:42:00,4.19 mins
2026-01-29 05:44:00,4.19 mins
2026-01-29 05:46:00,4.19 mins
2026-01-29 05:48:00,4.19 mins
2026-01-29 05:50:00,4.19 mins
2026-01-29 05:52:00,4.19 mins
2026-01-29 05:54:00,4.19 mins
2026-01-29 05:56:00,4.19 mins
2026-01-29 05:58:00,4.18 mins
2026-01-29 06:00:00,4.18 mins
2026-01-29 06:02:00,4.17 mins
2026-01-29 06:04:00,4.17 mins
2026-01-29 06:06:00,4.18 mins
2026-01-29 06:08:00,4.18 mins
2026-01-29 06:10:00,4.14 mins
2026-01-29 06:12:00,4.14 mins
2026-01-29 06:14:00,4.18 mins
2026-01-29 06:16:00,4.19 mins
2026-01-29 06:18:00,4.19 mins
2026-01-29 06:20:00,4.19 mins
2026-01-29 06:22:00,4.19 mins
2026-01-29 06:24:00,4.20 mins
2026-01-29 06:26:00,4.20 mins
2026-01-29 06:28:00,4.18 mins
2026-01-29 06:30:00,4.18 mins
2026-01-29 06:32:00,4.20 mins
2026-01-29 06:34:00,4.20 mins
2026-01-29 06:36:00,4.21 mins
2026-01-29 06:38:00,4.21 mins
2026-01-29 06:40:00,4.19 mins
2026-01-29 06:42:00,4.19 mins
2026-01-29 06:44:00,4.19 mins
2026-01-29 06:46:00,4.19 mins
2026-01-29 06:48:00,4.19 mins
2026-01-29 06:50:00,4.18 mins
2026-01-29 06:52:00,4.18 mins
2026-01-29 06:54:00,4.22 mins
2026-01-29 06:56:00,4.22 mins
2026-01-29 06:58:00,4.19 mins
2026-01-29 07:00:00,4.19 mins
2026-01-29 07:02:00,4.19 mins
2026-01-29 07:04:00,4.19 mins
2026-01-29 07:06:00,4.19 mins
2026-01-29 07:08:00,4.20 mins
2026-01-29 07:10:00,4.20 mins
2026-01-29 07:12:00,4.20 mins
2026-01-29 07:14:00,4.20 mins
2026-01-29 07:16:00,4.23 mins
2026-01-29 07:18:00,4.23 mins
2026-01-29 07:20:00,4.23 mins
